,top_cm,bottom_cm,grain max_mm,grain min_mm,grain avg_mm,type,HH,wetness,comments,hs_cm,swe_mm,density_kgm3,date,hs,profile_id,avg_force_ram,avg_force_scope,avg_force_smp
409,146.0,143.0,2.0,0.5,1.0,MFcr,K,D,"MFpc, FCsf
3.6-12.5",3.6,12.5,386.38007,20250409.0,146.0,AM_20250409,136.5225,3.3640660714285713,5.4761892276597095
410,143.0,125.0,1.0,0.3,0.5,FCxr,4F,D,15.6-38.5,15.6,38.5,247.0,,146.0,AM_20250409,41.04487012987013,1.9504944094488186,0.34907474941935057
411,125.0,122.5,,,,IFil,I,D,"Lenses at boundaries, some facets between.  FCso MFpc
3.2-15.5",3.5,15.5,417.5118269,,146.0,AM_20250409,197.18099999999998,1.264489611111111,12.285360700695213
412,122.5,120.0,0.8,0.1,0.5,RGxf,1F,D,2-5,2.0,5.0,250.0,,146.0,AM_20250409,309.015,7.511847583333333,4.310695088378713
413,120.0,118.0,,,,IFil,I,D,"Lenses at boundaries, some facets between FCso, MFpc
2.2-10",2.2,10.0,361.2755075,,146.0,AM_20250409,272.2275,14.878565633333336,4.7523102717298515
414,118.0,93.0,1.0,0.8,0.3,RG,1F,D,23.8-77.5,23.8,77.5,326.0,,146.0,AM_20250409,156.70184210526315,6.163405911428572,0.8126660734922334
415,93.0,66.0,1.0,0.8,0.5,RG,P,D,27.8-108.6,27.8,108.6,391.0,,146.0,AM_20250409,398.94000000000005,11.892950298941798,2.5440489556254726
416,66.0,49.0,1.5,0.5,1.0,RG,1F,D,14.2-49.5,14.2,49.5,349.0,,146.0,AM_20250409,104.91250000000001,3.6640768571428572,0.4741943015605511
417,49.0,10.0,4.0,1.0,2.0,FCxr,F,D,"DHxr
40.6-118.5",40.6,118.5,292.0,,146.0,AM_20250409,49.05,2.616605923076923,0.24953366780102168
418,10.0,0.0,6.0,1.0,2.0,DHxr,1F,D,"DHla
9.4-23.5",9.4,23.5,250.0,,146.0,AM_20250409,147.45656250000002,2.463134718309859,0.7455752271530072
421,84.0,67.0,1.0,0.3,0.5,DF,F,D,DFdc FCsf,15.200000000000005,21.5,141.4473684210526,20250213.0,84.0,CLPX_FASP8_20250213,3.2232857142857148,0.10353631512605041,
422,67.0,63.0,0.8,0.1,0.5,RGwp,P,D,RGla,3.0,8.5,283.3333333333333,,84.0,CLPX_FASP8_20250213,11.772,1.1657019655172411,
423,63.0,48.0,1.0,0.3,0.5,RGxf,F,D,,14.200000000000005,31.5,221.8309859154929,,84.0,CLPX_FASP8_20250213,11.608500000000001,0.41245168095238094,
424,48.0,25.0,3.0,0.5,1.0,FCxr,F,D,"DHch Some cups, few striations",22.0,48.5,220.4545454545455,,84.0,CLPX_FASP8_20250213,11.240625000000001,0.41439630124223603,
425,25.0,11.0,5.0,1.0,1.5,DHxr,1F,D,,14.6,41.5,284.24657534246575,,84.0,CLPX_FASP8_20250213,55.154,1.7702090707070706,
426,11.0,0.0,8.0,1.0,2.0,DHla,4F,D,Possibly rounding,14.2,33.0,232.3943661971831,,84.0,CLPX_FASP8_20250213,29.430000000000003,1.0177681493506492,
433,94.5,94.0,16.0,1.0,4.0,PPgp,F,D,,2.8,8.5,303.5714285714286,20250226.0,94.5,JPLMet_20250226,,0.8615392499999999,
434,94.0,92.0,1.0,0.3,0.5,MFcr,K,D,MFcr MFpc,6.4,15.5,242.1875,,94.5,JPLMet_20250226,64.8441,1.8495105333333333,
435,92.0,83.5,1.0,0.3,0.5,RG,4F,D,RGlr RGxf,13.6,32.5,238.9705882352941,,94.5,JPLMet_20250226,66.2175,0.7491834333333334,
436,83.5,68.0,0.8,0.3,0.5,RG,1F,D,RGlr,8.0,21.5,268.75,,94.5,JPLMet_20250226,40.13181818181818,1.7354101296296296,
437,68.0,60.0,1.0,0.3,0.5,RG,P,D,RGlr,3.2,12.0,375.0,,94.5,JPLMet_20250226,108.7275,4.147676508771929,
438,60.0,57.0,1.0,0.5,0.8,MFcr,K,D,MFcr MFpc,18.2,49.5,271.978021978022,,94.5,JPLMet_20250226,186.39000000000001,3.377342285714285,
439,57.0,36.0,1.5,0.5,1.0,FCxr,F,D,Very rounded,24.4,62.0,254.0983606557377,,94.5,JPLMet_20250226,,0.48710921088435377,
440,36.0,12.0,4.0,1.0,1.5,DHxr,F,D,,11.4,35.5,311.4035087719298,,94.5,JPLMet_20250226,,1.019278047337278,
441,12.0,0.0,6.0,1.0,2.0,DHxr,1F,D,,,,,,94.5,JPLMet_20250226,,0.8311910344827587,
445,105.0,104.5,2.0,0.5,1.0,SH,F,D,"SHcp
FCsf
Needles",,,,20250128.0,105.0,DHMet_20250128,,0.031024000000000003,
446,104.5,94.0,1.0,0.3,0.5,FCsf,F,D,,11.599999999999994,15.5,133.62068965517247,,105.0,DHMet_20250128,3.5561249999999998,0.10137301621621622,
447,94.0,78.0,1.5,0.5,1.0,RGxf,4F,D,,16.200000000000003,30.5,188.2716049382716,,105.0,DHMet_20250128,21.582,0.34142872920353984,
448,78.0,66.0,1.5,0.5,1.0,RGxf,1F,D,,12.199999999999996,31.0,254.0983606557378,,105.0,DHMet_20250128,27.27725,0.4540909882352941,
449,66.0,49.0,2.0,0.5,1.0,FC,P,D,FCso,14.0,37.5,267.85714285714283,,105.0,DHMet_20250128,84.20250000000003,1.0787255226890757,
450,49.0,21.0,6.0,2.0,4.0,DH,1F,D,"DHch
FCso
DHcp",27.6,74.0,268.1159420289855,,105.0,DHMet_20250128,48.130312499999995,0.8280027756345177,
451,21.0,0.0,6.0,2.0,4.0,DHcp,1F,D,DHla DHch,19.0,50.5,265.7894736842105,,105.0,DHMet_20250128,85.7746153846154,1.2131984846691988,
457,99.0,97.0,6.5,2.0,4.0,FC,F,D,Heavily striated,2.0,3.1,157.4,20241206.0,99.0,PLT1_20241206,,0.0981582476190476,0.16688909938937183
458,97.0,85.0,3.0,1.0,1.5,FCxr,F,D,,12.0,21.9,182.5,,99.0,PLT1_20241206,,0.2587291731092437,1.159998937219076
459,85.0,54.0,1.5,0.4,1.0,RGxf,4F,D,,31.0,62.0,199.9,,99.0,PLT1_20241206,46.16470588235295,1.0772841830151416,1.9814664873578298
460,54.0,43.0,0.6,0.3,0.5,RG,1F,D,some faceted edges,,,292.1,,99.0,PLT1_20241206,276.315,5.444298812615955,2.1314121646989848
461,43.0,16.0,0.6,0.2,0.4,RG,1F,D,,,,336.0,,99.0,PLT1_20241206,266.77750000000003,5.795531348450491,0.29774474541796886
462,13.0,0.0,2.5,1.0,1.5,FCxr,4F,D,,,,342.9,,99.0,PLT1_20241206,149.6025,2.6266853312401883,5.1165964113773965
463,67.0,59.0,1.0,0.3,1.0,MFpc,F,W,some MFcl,,,,20250408.0,67.0,JPLMet_20250408_TS_1225,,3.687764175438596,0.3163612502117981
464,59.0,40.0,2.0,0.5,1.5,MFpc,P,M,some MFcl,,,,,67.0,JPLMet_20250408_TS_1225,312.5185714285714,14.89335069924812,3.0686474956898246
465,40.0,20.0,2.0,1.0,1.5,MFcl,4F,M,some RGlr,,,,,67.0,JPLMet_20250408_TS_1225,44.98585714285714,2.628219219858156,0.3270534230177959
466,20.0,0.0,3.0,1.0,2.0,MFcl,F,M,RGlr',,,,,67.0,JPLMet_20250408_TS_1225,15.115408163265307,0.6507488745183448,0.2062412729495757
475,63.0,62.5,2.0,0.5,1.0,PPsd,F,D,,,,,20241230.0,63.0,FEFHQ_20241230,,0.05149429999999999,
476,62.5,57.0,1.0,0.3,0.5,DF,F,D,DFbk Few PPgp,5.6,4.0,71.0,,63.0,FEFHQ_20241230,,0.11178262105263156,
477,57.0,54.0,1.0,0.3,0.5,PPgp,1F,D,,3.8,5.0,132.0,,63.0,FEFHQ_20241230,0.981,0.3091689333333333,
478,54.0,37.0,1.0,0.3,0.5,RGxf,4F,D,,17.4,29.0,167.0,,63.0,FEFHQ_20241230,11.281500000000001,0.2667123596638656,
479,37.0,18.0,1.5,0.5,1.0,DHpr,F,D,,16.8,37.5,223.0,,63.0,FEFHQ_20241230,6.989625,0.15321807218045114,
480,18.0,16.0,4.0,1.0,2.0,DHla,1F,D,Faceting crust? Comes out in clumps,4.2,9.5,226.0,,63.0,FEFHQ_20241230,11.772,0.3039170133333333,
481,16.0,0.0,5.0,1.0,2.0,DHla,F,D,,13.8,29.5,214.0,,63.0,FEFHQ_20241230,10.300500000000003,0.2734338288603937,
487,45.0,44.5,0.5,0.1,0.3,PPgp,F,D,Some very small plates,,,,20241210.0,45.0,JPLMet_20241210,,0.035456,
488,44.5,39.0,0.7,0.3,0.5,DF,F,D,"DFbk
Stellars, plates",6.6,4.5,68.18181818181819,,45.0,JPLMet_20241210,,0.03867794736842105,
489,39.0,20.0,1.5,0.5,1.0,FC,F,D,,19.2,35.5,184.89583333333331,,45.0,JPLMet_20241210,3.02475,0.07899123609022556,
490,20.0,16.0,2.5,1.0,2.0,FC,1F,D,"Some cups, prisms, few striations",3.6,9.0,250.0,,45.0,JPLMet_20241210,11.772,0.24790544827586208,
491,16.0,4.0,2.5,1.0,2.0,DHla,F,D,"Cups, striations, lots of clean prisms",9.6,18.0,187.5,,45.0,JPLMet_20241210,9.115124999999999,0.19041957647058821,
492,4.0,0.0,3.0,1.5,2.0,DHla,1F,D,,4.6,10.5,228.2608695652174,,45.0,JPLMet_20241210,9.810000000000002,1.9026340113943032,
499,42.0,41.5,2.0,0.5,1.0,SHxr,F,M,Some PPsd/DFbk,,,,20241204.0,42.0,JPLMet_20241204,,,
500,41.5,21.0,1.5,0.5,1.0,FCxr,F,M,Some necks,21.0,35.5,169.04761904761904,,42.0,JPLMet_20241204,5.195666666666667,,
501,21.0,14.0,1.0,0.3,0.5,RGxf,4F,D,"Old surface, maybe MF faceting",7.0,11.5,164.28571428571428,,42.0,JPLMet_20241204,21.582,,
502,14.0,0.0,3.0,1.0,2.0,DHpr,F,D,Some cups/striations,14.0,22.0,157.14285714285714,,42.0,JPLMet_20241204,10.682,,
511,92.0,91.5,1.5,0.5,1.0,DF,F,D,"DFbk, FCsf secondary",,,,20250108.0,92.0,AM_20250108,,0.06099540000000001,
512,91.5,88.0,1.5,0.5,1.0,DF,F,D,DFbk,4.200000000000003,3.0,71.42857142857137,,92.0,AM_20250108,,0.1067511833333333,
513,88.0,82.0,1.0,0.3,0.5,FC,F,D,FCso,6.200000000000003,8.5,137.09677419354833,,92.0,AM_20250108,1.4715,0.16951111627906976,
514,82.0,62.0,0.5,0.1,0.3,RGxf,1F,D,,19.8,44.5,224.7474747474748,,92.0,AM_20250108,41.06185714285714,1.1484089957446808,
515,62.0,50.0,0.5,0.1,0.3,RGxf,1F,D,,11.200000000000005,26.5,236.6071428571428,,92.0,AM_20250108,55.59,0.8711891152941176,
516,50.0,28.0,3.0,1.0,2.0,FC,F,D,FCso,20.6,52.5,254.85436893203885,,92.0,AM_20250108,,0.50168024,
517,28.0,0.0,4.0,1.0,2.0,DHcp,P,D,,26.2,94.5,360.6870229007634,,92.0,AM_20250108,,0.6880539390862944,
523,90.0,89.0,16.0,2.0,8.0,PPgp,F,D,DFdc,1.0,2.5,250.0,20250226.0,90.0,SLMet_20250226,,7.539306857142857,
524,89.0,86.5,1.0,0.3,0.5,MFcr,K,D,MFcr,2.0,5.5,275.0,,90.0,SLMet_20250226,51.257250000000006,1.2205851111111112,
525,86.5,75.0,0.8,0.1,0.3,RG,1F,D,RGlr DFdc,10.2,19.5,191.1764705882353,,90.0,SLMet_20250226,28.729285714285716,0.71385393,
526,75.0,64.0,1.0,0.3,0.5,RG,1F,D,RGsr,10.0,21.5,215.0,,90.0,SLMet_20250226,43.531875,1.4736543896103895,
527,64.0,57.0,1.5,0.5,0.8,RGxf,1F,D,,8.0,20.5,256.25,,90.0,SLMet_20250226,69.89625,1.9868656000000002,
528,57.0,55.0,1.0,0.5,0.8,MFcr,K,D,MFcr MFpc,4.0,10.5,262.5,,90.0,SLMet_20250226,71.94,1.67786656,
529,55.0,31.0,2.0,0.5,1.0,FCxr,F,D,,20.0,56.0,280.0,,90.0,SLMet_20250226,,0.35262001656804737,
530,31.0,15.0,2.0,0.5,1.0,DHxr,4F,D,Old cups/striations,15.8,43.5,275.3164556962025,,90.0,SLMet_20250226,32.79732142857143,0.47643313628318584,
531,15.0,0.0,4.0,1.0,2.0,DHxr,1F,D,,16.8,49.5,294.6428571428571,,90.0,SLMet_20250226,52.865,1.1346596249797511,
535,39.0,38.5,1.0,0.3,0.5,FCsf,F,D,,,,,20241204.0,39.0,SLMet_20241204,,0.031301,
536,38.5,33.5,1.0,0.3,0.5,FC,1F,D,"FCso
Needles Prisms",5.5,6.0,109.0909090909091,,39.0,SLMet_20241204,,0.07681605714285714,
537,33.5,21.5,1.5,0.5,0.7,FC,4F,D,,12.0,22.0,183.33333333333331,,39.0,SLMet_20241204,3.2495625000000006,0.09730847058823529,
538,21.5,18.0,1.5,0.5,1.0,FCxr,1F,D,FCso,3.5,11.5,328.57142857142856,,39.0,SLMet_20241204,9.3195,0.19784725,
539,18.0,6.0,2.5,1.0,2.0,FC,F,D,"FCso
Few striations",12.0,24.0,200.0,,39.0,SLMet_20241204,29.429999999999996,0.236408094117647,
540,6.0,0.0,4.0,1.0,2.0,MFcl,P,D,Some small patches of IFbi,8.0,12.5,156.25,,39.0,SLMet_20241204,15.092307692307694,3.397128,
547,96.0,94.0,2.0,1.0,1.0,MFcl,F,N/O,liquid water present,,,,20250204.0,96.0,BMO_20250224,,,
548,94.0,92.0,1.0,1.0,1.0,MFcl,F,N/O,liquid water present,,,,,96.0,BMO_20250224,0.981,,
549,92.0,68.0,0.5,0.3,0.3,RG,4F,N/O,,,,,,96.0,BMO_20250224,,,
550,68.0,66.0,0.5,0.3,0.5,RG,4F,N/O,,,,,,96.0,BMO_20250224,,,
551,66.0,62.0,0.5,0.5,0.5,RG,4F,N/O,,,,,,96.0,BMO_20250224,,,
552,62.0,59.0,2.0,1.0,1.0,MFcr,1F,N/O,,,,,,96.0,BMO_20250224,,,
553,59.0,57.0,1.0,1.0,1.0,RG,F,N/O,,,,,,96.0,BMO_20250224,,,
554,57.0,54.0,4.0,2.0,3.0,MFcr,1F,N/O,,,,,,96.0,BMO_20250224,,,
555,54.0,52.0,3.0,1.0,2.0,RG,F,N/O,,,,,,96.0,BMO_20250224,,,
556,52.0,50.0,3.0,1.0,2.0,MFcr,1F,N/O,,,,,,96.0,BMO_20250224,,,
557,50.0,43.0,3.0,1.0,1.0,FCxr,F,N/O,,,,,,96.0,BMO_20250224,,,
558,43.0,25.0,4.0,2.0,3.0,FCxr,4F,N/O,,,,,,96.0,BMO_20250224,,,
559,25.0,0.0,3.0,1.0,2.0,FCxr,4F,N/O,,,,,,96.0,BMO_20250224,62.358900000000006,,
563,100.0,99.5,1.0,0.3,0.5,FCsf,F,D,"Early SH, some DFbk",,,,20250115.0,100.0,FST_20250115,,0.03988799999999999,
564,99.5,83.0,0.8,0.3,0.5,RGwp,F,D,RGwp DFdc,17.0,20.0,118.0,,100.0,FST_20250115,1.7985,0.08842795172413793,
565,83.0,66.0,0.8,0.1,0.5,RG,4F,D,RGlr,14.799999999999995,33.0,220.0,,100.0,FST_20250115,10.872750000000003,0.46202575798319323,
566,66.0,55.0,1.0,0.3,0.5,RG,1F,D,"RGlr Necks, bonds",11.599999999999994,30.0,259.0,,100.0,FST_20250115,41.6925,0.8302071324675324,
567,55.0,48.0,1.5,0.5,1.0,RGxf,P,D,,6.800000000000004,20.0,287.0,,100.0,FST_20250115,63.765,1.240406,
568,48.0,30.0,2.0,0.5,1.0,FCxr,1F,D,,18.8,50.0,266.0,,100.0,FST_20250115,25.09433035714286,0.6423843748031496,
569,30.0,0.0,2.5,1.0,2.0,DHxr,F,D,SOME DHch,28.6,74.0,257.0,,100.0,FST_20250115,32.72286713286713,0.6905224792228536,
575,103.0,100.0,2.0,0.5,1.0,MFsl,F,W,,3.4,10.5,308.8235294117647,20230312.0,103.0,LFMet_20250312,,0.35139428571428566,
576,100.0,96.0,2.0,0.5,1.0,MFcr,K,M,MFpc,4.8,12.5,260.4166666666667,,103.0,LFMet_20250312,16.513500000000004,2.0976159310344826,
577,96.0,79.0,1.0,0.3,0.5,FCxr,4F,M,,17.800000000000004,45.5,255.61797752808985,,103.0,LFMet_20250312,22.236,0.4986721596638656,
578,79.0,68.0,0.8,0.3,0.5,RG,1F,M,,9.0,27.0,300.0,,103.0,LFMet_20250312,93.808125,2.933257324675324,
579,68.0,66.0,1.0,0.3,0.5,MFpc,P,M,,2.6000000000000014,8.5,326.92307692307674,,103.0,LFMet_20250312,112.815,2.6227468000000007,
580,66.0,32.0,1.0,0.5,0.8,FCxr,F,M,,35.8,108.0,301.6759776536313,,103.0,LFMet_20250312,37.83208333333334,0.7530992552301254,
581,32.0,18.0,3.0,0.5,1.0,FCxr,F,D,,15.6,42.0,269.2307692307692,,103.0,LFMet_20250312,,0.5875505757575756,
582,18.0,0.0,6.0,1.0,2.0,DHxr,1F,D,,12.0,31.5,262.5,,103.0,LFMet_20250312,31.746250000000003,0.8026534419470294,
587,47.0,46.5,6.0,1.0,2.0,PPsd,F,D,Partly DFbk,,,,20241129.0,47.0,FEFHQ_20241129,,,
588,46.5,24.0,2.0,0.5,1.0,DF,F,D,DFbk starting to facet,23.0,26.0,113.0,,47.0,FEFHQ_20241129,2.2072500000000006,,
589,24.0,19.0,1.0,0.3,0.5,MFcl,4F,D,Faceting but small clusters,5.0,17.0,340.0,,47.0,FEFHQ_20241129,8.09325,,
590,19.0,0.0,4.0,1.0,2.0,DHcp,F,D,Sea salt,19.0,29.0,152.6,,47.0,FEFHQ_20241129,8.21959090909091,,
599,72.0,71.5,1.0,0.1,0.5,FCsf,F,D,Could be some SHsu,,,,20241211.0,72.0,FST_20241211,,0.0541535,
600,71.5,61.0,1.0,0.3,0.5,DF,F,D,DFbk broken & decomposing,9.8,9.5,97.0,,72.0,FST_20241211,0.981,0.07240181081081079,
601,61.0,41.0,1.0,0.3,0.5,RG,F,D,RGlr some early facets,18.4,34.0,185.0,,72.0,FST_20241211,7.497642857142858,0.18395550354609927,
602,41.0,35.0,1.5,0.5,1.0,RG,1F,D,RGlr,7.4,18.0,143.0,,72.0,FST_20241211,21.582,0.569731023255814,
603,35.0,13.0,1.5,0.5,1.0,FC,4F,D,FCso,22.2,53.5,241.0,,72.0,FST_20241211,19.339714285714283,0.3955131096774194,
604,13.0,6.0,2.0,1.0,1.5,DHcp,F,D,,6.2,16.5,254.0,,72.0,FST_20241211,39.24,0.5969632653061224,
605,6.0,0.0,3.0,1.0,2.0,DHcp,1F,D,,7.4,21.0,284.0,,72.0,FST_20241211,30.043125000000003,0.38061088372093016,
611,92.5,92.0,2.0,0.1,0.25,PP,F,D,rain event,0.5,1.1,222.1,20250206.0,92.5,CCY_20250206,,0.7004637499999999,0.16497398248727682
612,92.0,91.5,1.5,0.1,0.5,MFcr,1F,D,,0.5,1.1,301.249001525,,92.5,CCY_20250206,,0.727956,0.613494263997047
613,91.5,83.5,1.0,0.1,0.25,DF,F,M,,8.0,22.4,280.2,,92.5,CCY_20250206,,0.15183001754385966,0.16507248159719878
614,83.5,78.0,4.0,0.5,2.0,MFcr,P,M,Rounded grains,5.5,16.1,318.617262875,,92.5,CCY_20250206,116.739,3.389379289473684,1.0863003033241452
615,78.0,74.0,1.5,0.5,0.5,DF,4F,M,,4.0,11.2,278.8,,92.5,CCY_20250206,63.765,4.3169112758620685,0.7632768585218404
616,74.0,67.0,1.5,0.5,1.0,MFcr,1F,M,Wet,7.0,18.0,332.769793075,,92.5,CCY_20250206,125.0775,1.4696545918367345,1.3641288408116674
617,67.0,61.0,0.5,0.1,0.25,MF,4F,W,Wet,6.0,15.8,264.1,,92.5,CCY_20250206,90.33375000000001,1.210554418604651,0.7191667836909169
618,61.0,58.0,0.5,0.1,0.25,MFcr,F,W,wet crystals,3.0,7.8,339.288132925,,92.5,CCY_20250206,90.33375000000001,3.3873670476190463,2.313518766655701
619,58.0,56.0,2.0,1.0,0.25,FC,F,W,,2.0,4.6,229.5,,92.5,CCY_20250206,44.144999999999996,3.900067666666666,1.1558335811488718
620,56.0,47.0,2.0,0.5,1.0,FC,P,W,"faceted wet melt forms, melted crust",9.0,22.5,249.8,,92.5,CCY_20250206,112.815,0.342899619047619,0.3179535807045648
621,47.0,37.0,2.0,0.25,1.0,FC,F,W,wet crystals,10.0,25.7,257.3,,92.5,CCY_20250206,,0.11641022535211268,0.2977127347717739
622,37.0,27.0,2.5,0.25,2.0,FC,F,M,,10.0,28.3,282.6,,92.5,CCY_20250206,,0.21055901408450706,0.3582573248004221
623,27.0,20.0,4.0,1.0,2.0,MFcr,P,W,"faceted crystals chains
layer between MFcr",7.0,20.1,341.767705625,,92.5,CCY_20250206,53.65979166666667,4.847364326530612,2.5375567495354576
624,20.0,15.0,2.5,1.0,2.0,FC,4F,W,melt forms,5.0,16.4,327.7,,92.5,CCY_20250206,80.56916666666666,0.9498963142857142,0.5912459664434289
625,15.0,10.0,3.0,1.0,2.0,FC,F,M,melt forms,,,283.4,,92.5,CCY_20250206,39.24,0.4139883714285714,1.7284141551100314
626,10.0,4.0,3.0,1.0,2.0,FC,F,M,,,,257.7,,92.5,CCY_20250206,47.415,1.372200023255814,1.7585884586566116
627,4.0,0.0,4.0,1.0,2.0,FC,F,W,,,,,,92.5,CCY_20250206,,8.246398707717569,0.3465291013541071
628,185.0,155.0,0.8,0.1,0.5,DF,F,D,"DFdc
FCsf",29.2,55.5,190.06849315068493,20250407.0,185.0,FST_20250407,,0.4369432132701422,
629,155.0,153.0,1.0,0.3,0.5,MFcr,K,D,,1.8,5.5,305.55555555555554,,185.0,FST_20250407,44.145,1.1044820999999998,
630,153.0,138.0,0.8,0.1,0.3,RG,1F,D,RGlr,16.4,46.5,283.5365853658537,,185.0,FST_20250407,117.72,2.896897657142857,
631,138.0,81.0,1.0,0.3,0.5,RG,P,D,RGlr,54.8,199.0,363.13868613138686,,185.0,FST_20250407,334.27575,8.025737948621554,
632,81.0,47.0,2.0,0.8,1.5,FCxr,1F,D,,32.8,112.5,342.9878048780488,,185.0,FST_20250407,184.550625,4.222228711297071,
633,47.0,32.0,3.0,1.0,1.5,FCxr,F,D,,14.4,43.5,302.0833333333333,,185.0,FST_20250407,105.45750000000001,2.565992138095238,
634,32.0,0.0,6.0,1.0,2.0,DHxr,4F,D,,29.8,96.0,322.1476510067114,,185.0,FST_20250407,112.59204545454544,1.6255443377777776,
640,168.0,166.0,0.8,0.1,0.3,FCsf,F,D,SHxr DFdc PPgp,2.0,3.5,175.0,20250227.0,168.0,FST_20250227,,0.03930937777777777,
641,166.0,160.0,0.8,0.1,0.5,DF,F,D,DFdc,4.0,4.0,100.0,,168.0,FST_20250227,,0.04342672868217054,
642,160.0,145.0,0.8,0.1,0.3,RG,4F,D,RGsr,13.8,21.0,152.17391304347825,,168.0,FST_20250227,14.911200000000003,0.2546271936507936,
643,145.0,129.0,0.8,0.1,0.3,RG,1F,D,RGsr Visible necks Faint DFdc,14.8,29.0,195.94594594594597,,168.0,FST_20250227,57.25472727272729,0.9992378702064898,
644,129.0,110.0,0.8,0.1,0.3,RG,1F,D,RGsr Starting to facet,18.4,40.5,220.10869565217396,,168.0,FST_20250227,99.04326923076925,1.5037462205513783,
645,110.0,87.0,1.0,0.3,0.5,RG,P,D,RGlr,22.4,61.0,272.3214285714286,,168.0,FST_20250227,176.2734375,2.801009089026915,
646,87.0,62.0,1.5,0.5,1.0,FCxr,1F,D,,25.0,77.5,310.0,,168.0,FST_20250227,105.45749999999998,1.8239906552380951,
647,62.0,43.0,2.0,0.5,1.0,FCxr,1F,D,,17.0,55.5,326.47058823529414,,168.0,FST_20250227,690.2035714285715,1.9008614736842107,
648,43.0,22.0,2.5,0.5,2.0,FCxr,1F,D,Very round,21.2,56.5,266.5094339622641,,168.0,FST_20250227,411.669642857143,1.3510803764172337,
649,22.0,0.0,4.0,1.0,2.0,DHxr,1F,D,Large chains clumps,25.0,69.5,278.0,,168.0,FST_20250227,513.3900000000001,1.1361694107526878,
652,37.0,35.0,2.5,0.8,1.5,MFcl,F,M,MFpc,4.4,10.5,238.63636363636363,20250415.0,37.0,JPLMet_20250415,,0.22113217777777774,
653,35.0,14.0,4.0,1.0,2.0,MFpc,K,D,MFcl,18.8,82.0,436.17021276595744,,37.0,JPLMet_20250415,124.37678571428572,5.779233782312925,
654,14.0,0.0,8.0,1.0,3.0,MFcl,4F,M,,13.0,50.0,384.61538461538464,,37.0,JPLMet_20250415,,0.3792377645755803,
664,130.0,128.0,1.0,0.3,0.5,MFcr,P,M,Well bonded,3.6,8.8,244.44444444444449,20250225.0,130.0,DHMet_20250225,88.29,5.960714986666666,
665,128.0,123.0,0.5,0.1,0.3,RGxf,F,D,,3.4,8.0,235.29411764705884,,130.0,DHMet_20250225,96.46500000000002,0.5208866285714285,
666,123.0,121.0,0.5,0.1,0.3,MFcr,P,D,Crust,1.0,3.5,350.0,,130.0,DHMet_20250225,30.7925,1.3179142933333332,
667,121.0,89.0,0.5,0.1,0.3,RG,1F,D,RGsr,33.6,74.5,221.72619047619045,,130.0,DHMet_20250225,51.75130434782609,1.4387754257777776,
668,89.0,75.0,0.5,0.1,0.3,RG,P,D,RGsr,10.0,27.5,275.0,,130.0,DHMet_20250225,118.265,4.126941858585859,
669,75.0,72.0,1.0,0.5,0.8,MFcr,K,D,Well bonded,3.4,13.5,397.05882352941177,,130.0,DHMet_20250225,129.165,1.172432838095238,
670,72.0,40.0,2.0,0.5,1.0,FCxr,P,D,,32.6,107.0,328.22085889570553,,130.0,DHMet_20250225,50.684999999999995,1.324038824888889,
671,40.0,20.0,2.5,1.0,1.5,DHxr,1F,D,,18.8,51.5,273.93617021276594,,130.0,DHMet_20250225,61.256761363636365,0.8120909191489363,
672,20.0,0.0,3.0,1.0,2.0,DHxr,K,D,,20.0,74.0,370.0,,130.0,DHMet_20250225,,1.0540965886422775,
676,61.0,54.0,2.0,0.6,1.5,PPrm,F,,some clean stellars.  ,7.0,10.0,142.85714285714286,20241213.0,61.0,BOG_20241213,4.4145,0.19405263265306122,
677,54.0,52.0,2.0,0.8,1.0,MFcr,1F,,"faceted edges, faceting",1.8,5.0,277.77777777777777,,61.0,BOG_20241213,20.404800000000005,0.4326924666666668,
678,52.0,42.0,2.0,1.0,1.5,FCxr,F,,,,,,,61.0,BOG_20241213,11.772000000000002,0.17472847887323945,
679,42.0,40.0,1.5,0.5,1.0,MFcr,4F,,"faceting, some opacity",,,,,61.0,BOG_20241213,11.772,0.8661051333333334,
680,40.0,38.5,2.0,1.0,1.5,FC,F,,,,,,,61.0,BOG_20241213,11.772,0.8694199,
681,38.5,36.5,1.5,0.8,1.0,MFcr,4F,,heavily faceted,,,,,61.0,BOG_20241213,36.4932,4.8180826,
682,36.5,34.5,1.5,0.5,1.0,FC,F,,some squares,,,,,61.0,BOG_20241213,36.297000000000004,4.089166333333333,
683,34.5,33.0,1.0,0.5,0.8,MFcr,1F,,faceting,,,,,61.0,BOG_20241213,76.02749999999999,4.465101499999999,
684,33.0,21.0,1.5,0.5,1.0,RGxf,4F,,heavily faceted,,,,,61.0,BOG_20241213,46.14333333333334,1.5837491294117647,
685,21.0,20.0,1.0,0.3,0.5,MFcr,4F,,some 1F,,,,,61.0,BOG_20241213,58.86,1.6986431428571427,
686,20.0,13.0,2.0,1.0,1.5,FC,4F,,early striations,,,,,61.0,BOG_20241213,39.24,1.2277714081632654,
687,13.0,9.0,1.5,0.8,1.0,MFcr,1F,,,,,,,61.0,BOG_20241213,94.42124999999999,3.8804070344827584,
688,9.0,0.0,2.0,0.8,1.0,FCxr,P,,,,,,,61.0,BOG_20241213,117.72,4.594866551502871,
