,top_cm,bottom_cm,grain max_mm,grain min_mm,grain avg_mm,type,HH,wetness,comments,hs_cm,swe_mm,density_kgm3,date,hs,profile_id,avg_force_ram,avg_force_scope,avg_force_smp
1407,17.0,0.0,8.0,2.0,2.5,DHxr,F,M,,14.4,41.5,288.19444444444446,,59.0,SLMet_20250211,,,
1415,86.0,85.5,0.8,0.3,0.5,FCsf,F,D,"Needles, some small SH, few PPgp (1mm)",,,,20250101.0,86.0,DHMet_20250101,0.981,0.11387865714285714,
1416,85.5,77.0,1.0,0.3,0.5,DF,F,D,DFbk,8.0,7.5,93.75,,86.0,DHMet_20250101,33.22894815640542,0.9160413277310924,
1417,77.0,62.0,1.0,0.3,0.5,DF,4F,D,"DFdc, arms, rounding",14.599999999999994,21.5,147.2602739726028,,86.0,DHMet_20250101,,,
1418,62.0,45.0,0.8,0.3,0.5,RG,1F,D,RGlr,19.200000000000003,42.5,221.35416666666663,,86.0,DHMet_20250101,,,
1419,45.0,20.0,1.0,0.3,0.5,RGxf,4F,D,"Corners, flat edges",22.8,59.0,258.77192982456137,,86.0,DHMet_20250101,,,
1420,20.0,17.0,1.5,0.5,1.0,MFcl,P,D,"FCso, DHpr",3.3999999999999986,11.0,323.529411764706,,86.0,DHMet_20250101,,,
1421,17.0,0.0,2.0,0.5,1.0,FC,4F,D,"FCso, Sharp edges",19.8,48.5,244.94949494949492,,86.0,DHMet_20250101,,,
1427,220.0,210.0,0.3,0.1,0.2,RG,F,D,"Some 1mm DF, some 4F",10.4,15.0,144.2307692,30350109.0,220.0,FRE_20250109,85.29584085999593,2.1931808901569183,0.6284708017033857
1428,210.0,198.0,1.0,0.3,0.5,FCxr,F,D,,9.8,20.5,209.1836735,,220.0,FRE_20250109,307.8113156106676,7.135833560047562,1.8244533119144866
1429,198.0,197.0,1.0,0.3,0.6,MFcr,1F,D,,2.2,4.5,315.56689039,,220.0,FRE_20250109,,5.902284788732395,
1430,197.0,183.0,1.0,0.3,0.5,RG,4F,D,Evidence of previous faceting,14.2,29.0,204.2253521,,220.0,FRE_20250109,,,
1431,183.0,156.0,1.0,0.3,0.5,RG,4F,D,"MFcl, 2mm clusters",27.0,74.7,276.8,,220.0,FRE_20250109,,,
1432,156.0,133.0,0.5,0.1,0.2,RG,1F,D,Some old plates,23.0,66.7,290.1,,220.0,FRE_20250109,,,
1433,133.0,115.0,0.5,0.1,0.3,RG,1F,D,well bonded,18.0,55.6,309.0,,220.0,FRE_20250109,,,
1434,115.0,77.0,0.8,0.3,0.5,RG,1F,D,Some faceted edges,38.0,124.8,328.4,,220.0,FRE_20250109,,,
1435,77.0,66.0,0.7,0.3,0.4,RG,1F,D,,,,341.1,,220.0,FRE_20250109,,,
1436,66.0,51.0,1.5,0.5,0.8,RGxf,1F,D,,,,,,220.0,FRE_20250109,,,
1437,51.0,50.0,1.0,0.4,0.6,MFcr,4F,D,"Heavily faceted on top, squares",,,0.0,,220.0,FRE_20250109,,,
1438,50.0,27.0,0.8,0.2,0.5,RGxf,1F,D,"faceted edges are rounding, pencil at bottom of layer",,,,,220.0,FRE_20250109,,,
1439,27.0,12.0,1.0,0.5,0.8,RGxf,P,D,,,,,,220.0,FRE_20250109,,,
1440,12.0,0.0,1.5,0.8,1.0,FCxr,1F,D,,,,,,220.0,FRE_20250109,,,
1441,141.0,134.0,2.0,0.8,1.0,MFcr,K,M,MFcr MFpc,6.400000000000006,16.5,257.8124999999998,20250328.0,141.0,AM_20250328,170.04599389002036,4.240697644444444,
1442,134.0,115.0,0.8,0.3,0.5,RG,1F,M,RGlr,19.2,49.0,255.20833333333331,,141.0,AM_20250328,49.29969471574461,,
1443,115.0,73.0,0.8,0.3,0.5,RG,P,M,RGlr,38.4,136.0,354.1666666666667,,141.0,AM_20250328,,,
1444,73.0,43.0,2.5,1.0,2.0,FCxr,1F,M,,30.4,94.0,309.2105263157895,,141.0,AM_20250328,,,
1445,43.0,12.0,6.0,1.0,2.0,DHxr,4F,D,,32.0,92.5,289.0625,,141.0,AM_20250328,,,
1446,12.0,0.0,6.0,1.0,2.0,DHxr,1F,D,,11.0,27.5,250.0,,141.0,AM_20250328,,,
1453,57.5,57.0,2.0,1.0,1.5,SH,F,D,SHcp 0.5 FC,,,,20241205.0,57.5,DHMet_20241205,0.981,0.07377064,
1454,57.0,42.0,0.5,0.1,0.3,RGxf,F,D,"Necks, round edges, square corners",29.5,28.0,94.91525423728814,,57.5,DHMet_20241205,25.679578961038967,0.8671327323076923,
1455,42.0,35.5,1.0,0.3,0.5,FC,4F,D,FCso,18.5,12.0,64.86486486486487,,57.5,DHMet_20241205,,,
1456,35.5,26.0,1.0,0.3,0.5,FC,1F,D,FCso Old surface?,9.5,26.5,278.94736842105266,,57.5,DHMet_20241205,,,
1457,26.0,16.0,2.0,0.5,1.0,FC,4F,D,FCso,10.0,24.5,245.0,,57.5,DHMet_20241205,,,
1458,16.0,0.0,2.0,0.5,1.0,FC,4F,D,FCso Early cups,16.0,26.5,165.625,,57.5,DHMet_20241205,,,
1465,92.0,88.0,2.0,0.5,1.0,MFcr,K,M,MFcr MFpc,4.2,12.5,297.6190476190476,20250328.0,92.0,LFMet_20250328,,,
1466,88.0,77.0,1.0,0.3,0.5,MFcl,P,M,,15.0,41.5,276.6666666666667,,92.0,LFMet_20250328,,,
1467,77.0,64.0,0.8,0.3,0.5,MFcl,1F,M,,12.8,41.5,324.21875,,92.0,LFMet_20250328,,,
1468,64.0,24.0,1.0,0.5,0.8,MFcl,4F,W,,61.0,115.5,189.344262295082,,92.0,LFMet_20250328,,,
1469,24.0,0.0,2.0,0.5,1.0,MFcl,F,W,,20.2,74.5,368.8118811881188,,92.0,LFMet_20250328,,,
1477,123.0,119.5,1.0,0.3,0.5,MFcr,K,D,"MFcr
MFpc
FCsf",2.8,9.0,321.0,20250407.0,123.0,DHMet_20250407,181.82152302243216,,
1478,119.5,114.0,1.5,0.5,1.0,FC,4F,D,FCso,4.6,11.5,250.00000000000003,,123.0,DHMet_20250407,261.71466233766233,,
1479,114.0,111.0,1.0,0.3,0.5,MFcr,P,D,"MFcr
MFpc
",3.2,10.5,328.0,,123.0,DHMet_20250407,80.7504028436019,,
1480,111.0,107.0,1.5,0.5,1.0,FC,4F,D,FCso,3.4,9.0,265.0,,123.0,DHMet_20250407,162.95499999999998,,
1481,107.0,95.0,2.0,0.5,1.0,MFpc,P,D,,14.2,45.5,320.0,,123.0,DHMet_20250407,,,
1482,95.0,80.0,1.5,0.5,1.0,FCxr,1F,D,,13.8,44.5,322.0,,123.0,DHMet_20250407,,,
1483,80.0,58.0,1.5,0.3,0.8,FCxr,P,D,,19.8,79.5,402.0,,123.0,DHMet_20250407,,,
1484,58.0,25.0,1.5,0.5,1.0,RG,1F,M,RGlr,36.0,133.0,369.0,,123.0,DHMet_20250407,,,
1485,25.0,0.0,2.5,0.5,1.0,FCxr,4F,M,,24.4,72.5,297.0,,123.0,DHMet_20250407,,,
1489,143.0,141.0,0.5,0.1,0.3,RGwp,K,D,,,,,20250124.0,143.0,CLPX_FAD16_20250124,365.26595744680856,6.516208900709219,
1490,141.0,127.0,0.8,0.3,0.5,RGwp,P,D,May be RGxf,2.5999999999999943,10.5,403.8461538461547,,143.0,CLPX_FAD16_20250124,246.12,6.414492388379204,
1491,127.0,103.0,1.0,0.3,0.5,RGwp,K,D,,13.799999999999995,59.0,427.53623188405805,,143.0,CLPX_FAD16_20250124,,,
1492,103.0,89.0,1.0,0.3,0.5,RGxf,1F,D,,23.39999999999999,84.0,358.9743589743591,,143.0,CLPX_FAD16_20250124,,,
1493,89.0,68.0,1.5,0.5,1.0,RGxf,P,D,,13.200000000000005,39.5,299.2424242424242,,143.0,CLPX_FAD16_20250124,,,
1494,68.0,61.0,1.0,0.5,0.8,RG,K,D,RGlr,20.60000000000001,67.0,325.2427184466018,,143.0,CLPX_FAD16_20250124,,,
1495,61.0,41.0,1.5,0.5,1.0,RG,K,D,RGlr,8.399999999999991,34.0,404.7619047619052,,143.0,CLPX_FAD16_20250124,,,
1496,41.0,38.0,4.0,1.0,2.0,DHxr,P,D,DHcp DHla,16.6,63.0,379.5180722891566,,143.0,CLPX_FAD16_20250124,,,
1497,38.0,33.0,2.0,0.5,1.0,RGxf,K,D,,10.0,30.5,305.0,,143.0,CLPX_FAD16_20250124,,,
1498,33.0,5.0,4.0,1.0,2.0,DHxr,1F,D,,26.8,80.5,300.3731343283582,,143.0,CLPX_FAD16_20250124,,,
1499,5.0,0.0,4.0,1.0,2.0,DHxr,K,D,Big RG,3.8,10.5,276.3157894736842,,143.0,CLPX_FAD16_20250124,,,
1501,68.0,67.5,0.8,0.3,0.5,DF,F,D,DFbk PPgp,,,,20250101.0,68.0,LFMet_20250101,0.981,0.06893342857142858,
1502,67.5,62.0,0.8,0.1,0.5,DF,F,D,DFdc,7.4,10.0,135.13513513513513,,68.0,LFMet_20250101,17.224831168831166,0.4169519116883117,
1503,62.0,51.0,0.8,0.3,0.5,RGwp,F,D,,10.0,17.0,170.0,,68.0,LFMet_20250101,,,
1504,51.0,39.0,1.0,0.3,0.5,RG,4F,D,"RGlr Necks, bonds",13.2,29.5,223.4848484848485,,68.0,LFMet_20250101,,,
1505,39.0,0.0,2.0,0.5,1.0,DHpr,F,D,,34.2,80.5,235.3801169590643,,68.0,LFMet_20250101,,,
1513,100.0,99.0,2.0,1.0,1.5,DF,F,D,"DFbk, well defined PPSD fragments",,,,20241218.0,100.0,FST_20241218,1.0141605633802817,0.05014714366197183,
1514,99.0,81.0,1.5,0.5,1.0,DF,F,D,DFbk,18.0,12.5,69.0,,100.0,FST_20241218,20.891849051383403,0.7429981463220675,
1515,81.0,68.0,0.5,0.1,0.3,RG,4F,D,,14.0,21.5,154.0,,100.0,FST_20241218,,,
1516,68.0,39.0,1.5,0.5,1.0,FC,1F,D,FCso,27.4,64.5,235.0,,100.0,FST_20241218,,,
1517,39.0,18.0,2.0,1.0,1.5,FC,1F,D,FCso,22.0,60.5,275.0,,100.0,FST_20241218,,,
1518,18.0,0.0,3.0,1.0,2.0,DHcp,1F,D,,14.4,39.0,271.0,,100.0,FST_20241218,,,
1525,87.0,76.0,0.7,0.2,0.5,DF,F,D,"Secondary FC
minor tree bombs at surface.  Some corners (RR?)",,,228.0,20241206.0,87.0,FRE_20241206,,,1.2925571442768478
1526,76.0,68.0,0.7,0.3,0.4,RG,4F,D,,,,262.3,,87.0,FRE_20241206,,,
1527,68.0,63.0,0.7,0.3,0.5,RG,4F,D,"4F+
more bonds",,,271.3,,87.0,FRE_20241206,,,
1528,63.0,62.0,0.7,0.5,0.6,MFcr,P,D,crust,,,132.74815175294117,,87.0,FRE_20241206,,,
1529,62.0,61.0,1.0,0.5,0.8,FC,F,D,,,,275.6,,87.0,FRE_20241206,,,
1530,61.0,45.0,1.0,0.5,0.7,RG,4F,D,"4F+
some corners",,,286.0,,87.0,FRE_20241206,,,
1531,45.0,33.0,0.9,0.3,0.6,RG,1F,D,1F-,,,312.3,,87.0,FRE_20241206,,,
1532,33.0,19.0,0.5,0.3,0.4,RG,1F,D,some (old) corners,,,308.1,,87.0,FRE_20241206,,,
1533,19.0,8.0,1.0,0.5,0.7,FC,1F,D,"1F+
facets that have rounded",,,286.4,,87.0,FRE_20241206,,,
1534,8.0,0.0,2.0,1.0,1.5,FC,1F,D,"1F-
Rounded edges",,,289.3,,87.0,FRE_20241206,,,
1535,103.0,102.5,1.0,0.3,0.5,FCsf,F,D,"SHcp
FCxr
RR crust",,,,20250130.0,103.0,FST_20250130,0.981,0.11486002857142857,
1536,102.5,93.0,0.5,0.1,0.3,RGxf,F,D,,7.6,10.5,138.1578947368421,,103.0,FST_20250130,33.86279233082707,0.8789497413533834,
1537,93.0,79.0,1.0,0.3,0.5,RGxf,4F,D,,15.2,30.0,197.3684210526316,,103.0,FST_20250130,,,
1538,79.0,66.0,1.5,0.5,1.0,FCxr,1F,D,,11.2,22.5,200.8928571428572,,103.0,FST_20250130,,,
1539,66.0,55.0,2.0,0.5,1.0,FCxr,1F,D,,12.0,31.5,262.5,,103.0,FST_20250130,,,
1540,55.0,39.0,2.0,0.5,1.0,FCxr,1F,D,,15.8,45.0,284.8101265822785,,103.0,FST_20250130,,,
1541,39.0,32.0,2.0,0.5,1.0,FCxr,1F,D,,9.0,25.0,277.77777777777777,,103.0,FST_20250130,,,
1542,32.0,0.0,4.0,1.0,1.5,DHxr,4F,D,,30.0,83.5,278.3333333333333,,103.0,FST_20250130,,,
1547,178.0,173.0,1.5,0.5,1.0,DF,F,D,"DFbk
FCsf",3.5999999999999943,3.0,97.0,20250306.0,178.0,FST_20250306,10.570205128205128,,
1548,173.0,166.0,0.8,0.3,0.5,DF,F,D,DFbk,7.0,7.0,93.0,,178.0,FST_20250306,176.38686354378822,,
1549,166.0,149.0,0.8,0.3,0.5,DF,F,D,DFdc,16.400000000000006,19.0,113.0,,178.0,FST_20250306,90.90902777777778,,
1550,149.0,137.0,0.8,0.3,0.5,DF,4F,D,"DFdc
RGlr",10.800000000000011,20.0,185.0,,178.0,FST_20250306,,,
1551,137.0,120.0,0.8,0.3,0.5,RG,1F,D,"RGlr
Necks",16.2,40.0,244.0,,178.0,FST_20250306,,,
1552,120.0,97.0,0.5,0.1,0.3,RG,1F,D,RGsr,23.6,66.0,280.0,,178.0,FST_20250306,,,
1553,97.0,50.0,1.0,0.3,0.5,FCxr,1F,D,,46.6,151.0,325.0,,178.0,FST_20250306,,,
1554,50.0,18.0,2.0,0.5,1.0,FCxr,4F,D,"DHxr
Chains",32.0,97.0,303.0,,178.0,FST_20250306,,,
1555,18.0,0.0,4.0,1.0,2.0,DHxr,1F,D,Chains,22.0,68.0,311.0,,178.0,FST_20250306,,,
1559,95.0,94.5,3.0,1.0,2.0,PPsd,F,D,minimal PPgp,,,,20250107.0,95.0,DHMet_20250107,0.981,8.105688757142858,
1560,94.5,79.0,2.0,0.5,1.0,DF,F,D,"DFdc, some DFbk",15.0,11.0,73.33333333333333,,95.0,DHMet_20250107,26.2759177017591,8.427069386934672,
1561,79.0,68.0,0.5,0.1,0.3,RGwp,4F,D,,9.4,18.0,191.48936170212764,,95.0,DHMet_20250107,,,
1562,68.0,44.0,1.0,0.3,0.5,RG,1F,D,"RGlr, necks and bowling pins",22.800000000000004,53.5,234.6491228070175,,95.0,DHMet_20250107,,,
1563,44.0,22.0,1.5,0.5,1.0,FC,4F,D,FCso,22.8,57.5,252.1929824561404,,95.0,DHMet_20250107,,,
1564,22.0,6.0,4.0,1.0,2.0,DHcp,F,D,,15.0,39.5,263.3333333333333,,95.0,DHMet_20250107,,,
1565,6.0,0.0,2.0,0.5,1.0,MFcl,P,D,looks like DHxr,6.8,17.0,250.0,,95.0,DHMet_20250107,,,
1571,144.0,142.0,1.0,0.3,0.5,FCsf,F,D,SHxr,1.799999999999983,2.5,138.8888888888902,20250227.0,144.0,AM_20250227,4.751936170212767,0.26621468085106376,
1572,142.0,129.0,1.0,0.5,0.8,RGxf,F,D,,13.000000000000014,18.5,142.30769230769215,,144.0,AM_20250227,74.80356132220798,1.607453601902671,
1573,129.0,112.0,0.8,0.1,0.3,RG,1F,D,RGsr,15.599999999999994,35.0,224.35897435897445,,144.0,AM_20250227,,,
1574,112.0,86.0,1.0,0.3,0.5,RG,P,D,RGlr,25.0,66.5,266.0,,144.0,AM_20250227,,,
1575,86.0,65.0,2.0,0.5,1.0,FCxr,4F,D,,20.8,61.5,295.67307692307696,,144.0,AM_20250227,,,
1576,65.0,35.0,2.5,1.0,1.5,FCxr,4F,D,,32.00000000000001,96.5,301.56249999999994,,144.0,AM_20250227,,,
1577,35.0,19.0,3.0,1.0,1.5,DHxr,F,D,,17.4,47.5,272.98850574712645,,144.0,AM_20250227,,,
1578,19.0,0.0,4.0,1.0,2.0,DHxr,1F,D,Chains clumps,17.0,47.5,279.4117647058824,,144.0,AM_20250227,,,
1583,59.0,58.5,1.0,0.3,0.5,FCsf,F,D,RR NSF,,,,20241211.0,59.0,AM_20241211,0.981,0.07230491428571427,
1584,58.5,52.0,1.5,0.5,1.0,DF,F,D,"DFbk arms, PPsd, some FCsf",6.200000000000003,6.5,104.8387096774193,,59.0,AM_20241211,16.90424703296703,0.5003998303296703,
1585,52.0,28.0,2.0,0.5,1.0,FC,4F,D,FCso Prisms,25.2,57.0,226.1904761904762,,59.0,AM_20241211,,,
1586,28.0,6.0,3.0,1.0,2.0,DHla,F,D,"Prisms, cups, some striations",24.0,57.5,239.58333333333331,,59.0,AM_20241211,,,
1587,6.0,0.0,4.0,1.0,2.0,DHla,1F,D,Clear striations,5.8,8.0,137.93103448275863,,59.0,AM_20241211,,,
1595,240.0,235.0,1.0,0.3,0.5,PPsd,F,D,"Some PPir, PPnd",5.0,13.2,263.4,20250219.0,240.0,BOG_20250219,,0.5647190845204179,
1596,235.0,231.0,2.0,0.5,1.0,DF,F,D,"needles, stellars",4.0,10.7,268.6,,240.0,BOG_20250219,,1.4915822396204035,
1597,231.0,226.0,2.0,1.0,1.5,DF,F,D,stellars,5.0,13.0,260.9,,240.0,BOG_20250219,,2.8121455631528964,
1598,226.0,216.0,1.0,0.3,0.5,DF,F,D,rounding,10.0,32.3,323.5,,240.0,BOG_20250219,,10.566728351878268,
1599,216.0,209.0,0.3,0.1,0.2,RG,F,D,"prev. DF, small, poor bonds",,,324.8,,240.0,BOG_20250219,,16.220207529411763,
1600,209.0,198.0,0.4,0.2,0.3,RG,F,D,"prev. DF, small, poor bonds",,,359.9,,240.0,BOG_20250219,,,
1601,198.0,167.0,0.8,0.3,0.5,RG,4F,D,,,,333.1,,240.0,BOG_20250219,,,
1602,167.0,166.0,0.8,0.3,0.5,MFcr,4F,D,,,,0.0,,240.0,BOG_20250219,,,
1603,166.0,136.0,1.0,0.3,0.5,RGlr,4F,D,Evidence of faceting,,,346.8,,240.0,BOG_20250219,,,
1604,136.0,125.0,0.2,0.1,0.1,RGsr,1F,D,some faceted edges,,,421.1,,240.0,BOG_20250219,,,
1605,125.0,107.0,1.0,0.3,0.7,RG,4F,D,"1F @ bottom, previous facets",,,305.3,,240.0,BOG_20250219,,,
1606,107.0,105.5,1.5,0.5,0.8,RGxf,1F,D,,,,297.6,,240.0,BOG_20250219,,,
1607,105.5,105.0,1.0,0.5,0.7,MFcr,P,,Some IF,,,0.0,,240.0,BOG_20250219,,,
1608,105.0,95.0,1.5,0.5,1.0,FCxr,1F,,,,,300.0,,240.0,BOG_20250219,,,
1609,95.0,92.0,0.8,0.3,0.5,MFcr,1F,,,,,0.0,,240.0,BOG_20250219,,,
1610,92.0,78.5,1.0,0.5,0.7,RGxf,1F,,,,,312.7,,240.0,BOG_20250219,,,
1611,78.5,78.0,,,,IFil,I,,,,,0.0,,240.0,BOG_20250219,,,
1612,78.0,64.0,0.7,0.3,0.5,RGxf,P,,,,,,,240.0,BOG_20250219,,,
1613,64.0,63.5,,,,IFil,I,,MFcr top and bottom,,,0.0,,240.0,BOG_20250219,,,
1614,63.5,54.0,0.8,0.4,0.6,RGxf,P,,,,,,,240.0,BOG_20250219,,,
1615,54.0,44.0,0.5,0.2,0.3,RG,1F,,,,,,,240.0,BOG_20250219,,,
1616,44.0,35.0,0.5,0.2,0.3,RGxf,P,,,,,,,240.0,BOG_20250219,,,
1617,35.0,19.0,1.5,0.5,1.0,FCxr,P,,,,,,,240.0,BOG_20250219,,,
1618,19.0,0.0,2.0,1.0,1.5,FCxr,P,,,,,,,240.0,BOG_20250219,,,
1619,104.0,100.5,2.0,0.5,1.0,MFcr,K,D,,3.2,9.5,297.0,20250228.0,104.0,DHMet_CLPXDH_20250228,41.77538448979592,,
1620,100.5,75.0,1.0,0.5,0.8,RG,1F,D,RGlr,26.4,59.5,225.0,,104.0,DHMet_CLPXDH_20250228,69.39819327731092,,
1621,75.0,70.0,0.8,0.1,0.5,MFcl,P,D,,6.4,19.5,305.0,,104.0,DHMet_CLPXDH_20250228,,,
1622,70.0,58.0,0.8,0.3,0.5,RG,1F,D,"RGlr
Visible H2O Bonds",13.2,31.0,235.0,,104.0,DHMet_CLPXDH_20250228,,,
1623,58.0,30.0,2.0,0.5,1.0,FCxr,4F,M,,27.2,73.0,268.0,,104.0,DHMet_CLPXDH_20250228,,,
1624,30.0,8.0,2.0,0.5,1.5,FCxr,4F,M,,20.4,59.0,296.0,,104.0,DHMet_CLPXDH_20250228,,,
1625,8.0,0.0,3.0,1.0,1.5,DHxr,K,M,intermittent basal ice,5.0,13.5,270.0,,104.0,DHMet_CLPXDH_20250228,,,
1631,73.0,65.0,0.8,0.3,0.5,FCsf,F,M,,7.4,10.0,135.13513513513513,20250211.0,73.0,FEFHQ_20250211,98.6398402366864,0.48379588888888886,
1632,65.0,63.0,0.8,0.1,0.3,MFcr,K,D,"Large Clumps
Crust",3.4,10.5,308.8235294117647,,73.0,FEFHQ_20250211,,,
1633,63.0,38.0,1.0,0.3,0.5,RGxf,4F,D,,24.4,58.5,239.75409836065572,,73.0,FEFHQ_20250211,,,
1634,38.0,17.0,2.0,0.5,1.0,DHxr,F,D,,20.8,48.0,230.7692307692308,,73.0,FEFHQ_20250211,,,
1635,17.0,0.0,4.0,1.0,1.5,DHla,F,D,"Cups
Striations",15.4,36.0,233.76623376623377,,73.0,FEFHQ_20250211,,,
1643,79.0,70.0,8.0,0.5,2.0,MFpc,4F,W,"MFpc, originally recorded as MFsl, changed for accuracy",8.8,33.5,380.6818181818181,20250415.0,79.0,DHMet_20250415,,,
1644,70.0,60.0,4.0,1.0,2.0,MFpc,P,M,MFcl,10.4,43.5,418.2692307692308,,79.0,DHMet_20250415,,,
1645,60.0,57.0,2.0,0.5,1.0,MFpc,K,M,MFcl,3.6,14.5,402.77777777777777,,79.0,DHMet_20250415,,,
1646,57.0,30.0,2.0,0.5,1.0,MFcl,1F,M,,25.8,97.5,377.906976744186,,79.0,DHMet_20250415,,,
1647,30.0,0.0,4.0,1.0,2.0,MFcl,F,W,FCxr,29.0,93.5,322.41379310344826,,79.0,DHMet_20250415,,,
1655,91.0,90.0,16.0,2.0,6.0,PPgp,F,D,,,,,20250225.0,91.0,JPLMet_20250225,34.397176056338026,4.882844159624411,
1656,90.0,88.0,1.0,0.3,0.5,MFcr,K,M,,3.6,10.5,291.6666666666667,,91.0,JPLMet_20250225,40.85299174989145,0.9705883546099291,
1657,88.0,67.0,0.8,0.1,0.3,RG,P,M,RGsr,17.8,35.5,199.438202247191,,91.0,JPLMet_20250225,47.19011238692252,1.1601093971631204,
1658,67.0,58.0,1.0,0.3,0.5,RG,1F,M,RGlr,8.8,23.0,261.3636363636363,,91.0,JPLMet_20250225,,,
1659,58.0,55.0,1.0,0.3,0.5,MFcr,K,D,MFcr,3.0,10.0,333.3333333333333,,91.0,JPLMet_20250225,,,
1660,55.0,35.0,1.0,0.5,0.8,FCxr,4F,D,"Almost moist 
Very rounded",17.6,45.5,258.52272727272725,,91.0,JPLMet_20250225,,,
1661,35.0,12.0,3.0,1.0,1.5,DHxr,F,D,Very rounded,23.2,56.0,241.3793103448276,,91.0,JPLMet_20250225,,,
1662,12.0,0.0,6.0,1.0,2.0,DHxr,4F,D,Still cups/striated,14.0,34.0,242.8571428571429,,91.0,JPLMet_20250225,,,
1667,93.0,92.5,0.5,0.1,0.3,FCsf,F,D,,,,,20250115.0,93.0,AM_20250115,0.981,,
1668,92.5,82.0,1.5,0.3,0.8,DF,F,D,DFdc,10.0,10.5,105.0,,93.0,AM_20250115,34.409955840208426,,
1669,82.0,73.0,1.5,0.5,1.0,RGxf,4F,D,,8.4,13.5,160.7142857,,93.0,AM_20250115,,,
1670,73.0,48.0,0.8,0.3,0.5,RG,1F,D,RGlr,24.2,62.5,258.2644628,,93.0,AM_20250115,,,
1671,48.0,45.0,2.0,0.5,1.0,MFcl,P,D,"Clumps, early faceting",4.4,13.5,306.8181818,,93.0,AM_20250115,,,
1672,45.0,26.0,2.0,0.5,1.0,DHxr,4F,D,,18.6,45.5,244.6236559,,93.0,AM_20250115,,,
1673,26.0,0.0,4.0,1.0,2.0,DHla,F,D,DHch,25.8,61.5,238.372093,,93.0,AM_20250115,,,
1679,125.0,121.0,0.1,0.1,0.1,RGwp,F,D,secondary DF,4.0,7.7,193.3,20241217.0,125.0,BOG_20241217,13.425037366548045,0.2589388113879003,0.27182398618973025
1680,121.0,97.0,1.5,0.5,0.8,DF,F,D,,24.0,49.4,205.9,,125.0,BOG_20241217,251.19318068399235,2.2577882078774616,0.5885681730816659
1681,97.0,72.0,0.4,0.1,0.3,RG,F,D,"2.5mm needles, secondary DF",25.0,57.7,230.8,,125.0,BOG_20241217,,,
1682,72.0,64.0,1.0,0.5,1.0,DF,4F,D,heavily rounded,8.0,20.1,251.7,,125.0,BOG_20241217,,,
1683,64.0,54.0,1.5,0.5,1.0,DF,4F,D,,10.0,22.6,225.7,,125.0,BOG_20241217,,,
1684,54.0,50.5,1.0,0.5,0.8,RG,4F,D,,3.5,9.6,273.8,,125.0,BOG_20241217,,,
1685,50.5,50.0,2.0,0.7,1.5,MFcr,4F,D,Faceted edges,0.5,1.5,294.12462636,,125.0,BOG_20241217,,,
1686,50.0,35.0,2.0,1.0,1.5,FCxr,F,D,,15.0,44.8,298.6,,125.0,BOG_20241217,,,
1687,35.0,26.0,2.0,1.0,1.5,MFcr,P,D,heavily faceted,,,313.9422613,,125.0,BOG_20241217,,,
1688,26.0,14.0,2.0,0.5,1.5,MF,1F,D,heavily faceted,,,260.5,,125.0,BOG_20241217,,,
1689,14.0,7.0,2.0,0.7,1.0,MF,P,D,,,,,,125.0,BOG_20241217,,,
1690,7.0,0.0,2.0,0.8,1.0,MFcr,1F,D,horizontally varies 1F to P,,,0.0,,125.0,BOG_20241217,,,
1691,48.0,47.5,2.0,0.5,1.0,DF,F,D,"DFdc
FCsf taking over",,,,20241205.0,48.0,LFMet_20241205,0.981,0.06295022857142857,
1692,47.5,29.0,1.0,0.3,0.5,RGxf,F,D,DFbk starting to facet,19.0,27.5,144.73684210526315,,48.0,LFMet_20241205,21.11413846153846,0.5981848780487805,
1693,29.0,23.0,1.0,0.3,0.5,FCxr,1F,D,"Necking bonds
Old surface?",6.0,13.5,225.0,,48.0,LFMet_20241205,,,
1694,23.0,0.0,3.0,1.0,2.0,DHpr,4F,D,"Starting to cup, some striations",23.0,41.5,180.43478260869568,,48.0,LFMet_20241205,,,
1703,100.0,99.0,1.0,0.3,0.5,MFcr,P,M,FCsf,,,,20250318.0,100.0,FEFHQ_20250318,8.78754929577465,1.7075606478873242,
1704,99.0,94.0,0.8,0.1,0.3,FCsf,F,M,,5.2,11.0,211.53846153846152,,100.0,FEFHQ_20250318,85.34780077274851,1.9849299145299144,
1705,94.0,87.0,1.0,0.3,0.5,MFcr,K,D,"MFcr
MFpc",7.4,23.0,310.8108108108108,,100.0,FEFHQ_20250318,51.10042317881402,0.5176721602564103,
1706,87.0,69.0,0.8,0.3,0.5,RG,4F,M,RGlr,18.0,51.0,283.3333333333333,,100.0,FEFHQ_20250318,,,
1707,69.0,63.0,1.0,0.3,0.5,FCxr,1F,D,,6.0,19.0,316.6666666666667,,100.0,FEFHQ_20250318,,,
1708,63.0,60.0,1.5,0.5,1.0,MFcr,P,D,"MFcr
MFpc",,,,,100.0,FEFHQ_20250318,,,
1709,60.0,37.0,2.0,0.5,1.0,FCxr,4F,D,,26.4,77.0,291.6666666666667,,100.0,FEFHQ_20250318,,,
1710,37.0,18.0,4.0,1.0,2.0,DHxr,F,D,DHch,18.8,46.5,247.3404255319149,,100.0,FEFHQ_20250318,,,
1711,18.0,0.0,8.0,1.0,4.0,DHxr,P,D,DHch,15.4,35.5,230.5194805194805,,100.0,FEFHQ_20250318,,,
