id,hs,top_cm,bot_cm,smp_id,scope_id,sram_id,present [0/1],top_depth_mm,bot_depth_mm
BDG_20250107,220,132,131,S19M0518.PNT_samples.csv,,,1,911,920
BDG_20250107,220,132,131,S19M0519.PNT_samples.csv,,,1,912,919
BDG_20250107,220,132,131,S19M0520.PNT_samples.csv,,,1,920,928
BDG_20250107,220,132,131,S19M0521.PNT_samples.csv,,,0,,
BDG_20250107,220,132,131,S19M0522.PNT_samples.csv,,,0,,
BDG_20250107,220,69,64,S19M0513.PNT_samples.csv,,,0,,
BDG_20250107,220,69,64,S19M0514.PNT_samples.csv,,,1,1192,1262
BDG_20250107,220,69,64,S19M0515.PNT_samples.csv,,,1,1231,1322
BDG_20250107,220,69,64,S19M0516.PNT_samples.csv,,,1,1509,1524
BDG_20250107,220,69,64,S19M0517.PNT_samples.csv,,,1,1519,1539
BDG_20250107,220,69,64,S19M0518.PNT_samples.csv,,,1,1498,1521
BDG_20250107,220,69,64,S19M0519.PNT_samples.csv,,,1,1511,1528
BDG_20250107,220,69,64,S19M0520.PNT_samples.csv,,,1,1509,1532
BDG_20250107,220,69,64,S19M0521.PNT_samples.csv,,,1,1518,1540
BDG_20250107,220,69,64,S19M0522.PNT_samples.csv,,,1,1521,1539
FRE_20250312,285,285,284,S06M0536.PNT_samples.csv,,,1,4.6,64
FRE_20250312,285,285,284,S06M0537.PNT_samples.csv,,,1,4.5,91
FRE_20250312,285,285,284,S06M0538.PNT_samples.csv,,,1,0,77
FRE_20250312,285,285,284,S06M0539.PNT_samples.csv,,,1,7.4,66
FRE_20250312,285,285,284,S06M0540.PNT_samples.csv,,,1,0,59
FRE_20250312,285,285,284,S06M0541.PNT_samples.csv,,,1,0,44
FRE_20250312,285,285,284,S06M0542.PNT_samples.csv,,,1,0,67
FRE_20250312,285,285,284,S06M0543.PNT_samples.csv,,,1,0,64
FRE_20250312,285,285,284,S06M0544.PNT_samples.csv,,,1,3.08,63
FRE_20250312,285,285,284,S06M0545.PNT_samples.csv,,,1,0.7,57
FRE_20250312,285,262,260,S06M0536.PNT_samples.csv,,,0,,
FRE_20250312,285,262,260,S06M0537.PNT_samples.csv,,,0,,
FRE_20250312,285,262,260,S06M0538.PNT_samples.csv,,,1,274,281
FRE_20250312,285,262,260,S06M0539.PNT_samples.csv,,,0,,
FRE_20250312,285,262,260,S06M0540.PNT_samples.csv,,,0,,
FRE_20250312,285,262,260,S06M0541.PNT_samples.csv,,,1,271,292
FRE_20250312,285,262,260,S06M0542.PNT_samples.csv,,,0,,
FRE_20250312,285,262,260,S06M0543.PNT_samples.csv,,,0,,
FRE_20250312,285,262,260,S06M0544.PNT_samples.csv,,,1,270,286
FRE_20250312,285,262,260,S06M0545.PNT_samples.csv,,,1,272,304
FRE_20250312,285,233,232,S06M0536.PNT_samples.csv,,,0,,
FRE_20250312,285,233,232,S06M0537.PNT_samples.csv,,,1,541,587
FRE_20250312,285,233,232,S06M0538.PNT_samples.csv,,,0,,
FRE_20250312,285,233,232,S06M0539.PNT_samples.csv,,,0,,
FRE_20250312,285,233,232,S06M0540.PNT_samples.csv,,,0,,
FRE_20250312,285,233,232,S06M0541.PNT_samples.csv,,,0,,
FRE_20250312,285,233,232,S06M0542.PNT_samples.csv,,,0,,
FRE_20250312,285,233,232,S06M0543.PNT_samples.csv,,,0,,
FRE_20250312,285,233,232,S06M0544.PNT_samples.csv,,,0,,
FRE_20250312,285,233,232,S06M0545.PNT_samples.csv,,,0,,
FRE_20250312,285,218,217.5,S06M0536.PNT_samples.csv,,,0,,
FRE_20250312,285,218,217.5,S06M0537.PNT_samples.csv,,,0,,
FRE_20250312,285,218,217.5,S06M0538.PNT_samples.csv,,,0,,
FRE_20250312,285,218,217.5,S06M0539.PNT_samples.csv,,,0,,
FRE_20250312,285,218,217.5,S06M0540.PNT_samples.csv,,,0,,
FRE_20250312,285,218,217.5,S06M0541.PNT_samples.csv,,,0,,
FRE_20250312,285,218,217.5,S06M0542.PNT_samples.csv,,,0,,
FRE_20250312,285,218,217.5,S06M0543.PNT_samples.csv,,,0,,
FRE_20250312,285,218,217.5,S06M0544.PNT_samples.csv,,,0,,
FRE_20250312,285,218,217.5,S06M0545.PNT_samples.csv,,,0,,
FRE_20250312,285,203,202,S06M0536.PNT_samples.csv,,,1,804,816
FRE_20250312,285,203,202,S06M0537.PNT_samples.csv,,,1,841,848
FRE_20250312,285,203,202,S06M0538.PNT_samples.csv,,,1,838,853
FRE_20250312,285,203,202,S06M0539.PNT_samples.csv,,,1,876,886
FRE_20250312,285,203,202,S06M0540.PNT_samples.csv,,,0,,
FRE_20250312,285,203,202,S06M0541.PNT_samples.csv,,,0,,
FRE_20250312,285,203,202,S06M0542.PNT_samples.csv,,,0,,
FRE_20250312,285,203,202,S06M0543.PNT_samples.csv,,,0,,
FRE_20250312,285,203,202,S06M0544.PNT_samples.csv,,,0,,
FRE_20250312,285,203,202,S06M0545.PNT_samples.csv,,,0,,
FRE_20250312,285,148,146,S06M0536.PNT_samples.csv,,,0,,
FRE_20250312,285,148,146,S06M0537.PNT_samples.csv,,,0,,
FRE_20250312,285,148,146,S06M0538.PNT_samples.csv,,,0,,
FRE_20250312,285,148,146,S06M0539.PNT_samples.csv,,,0,,
FRE_20250312,285,148,146,S06M0540.PNT_samples.csv,,,0,,
FRE_20250312,285,148,146,S06M0541.PNT_samples.csv,,,0,,
FRE_20250312,285,148,146,S06M0542.PNT_samples.csv,,,0,,
FRE_20250312,285,148,146,S06M0543.PNT_samples.csv,,,0,,
FRE_20250312,285,148,146,S06M0544.PNT_samples.csv,,,0,,
FRE_20250312,285,148,146,S06M0545.PNT_samples.csv,,,0,,
FRE_20250312,285,134,133.5,S06M0536.PNT_samples.csv,,,0,,
FRE_20250312,285,134,133.5,S06M0537.PNT_samples.csv,,,0,,
FRE_20250312,285,134,133.5,S06M0538.PNT_samples.csv,,,0,,
FRE_20250312,285,134,133.5,S06M0539.PNT_samples.csv,,,0,,
FRE_20250312,285,134,133.5,S06M0540.PNT_samples.csv,,,0,,
FRE_20250312,285,134,133.5,S06M0541.PNT_samples.csv,,,0,,
FRE_20250312,285,134,133.5,S06M0542.PNT_samples.csv,,,0,,
FRE_20250312,285,134,133.5,S06M0543.PNT_samples.csv,,,0,,
FRE_20250312,285,134,133.5,S06M0544.PNT_samples.csv,,,0,,
FRE_20250312,285,134,133.5,S06M0545.PNT_samples.csv,,,0,,
BDG_20250115,213,174,172,S19M0552.PNT_samples.csv,,,1,353,359
BDG_20250115,213,174,172,S19M0553.PNT_samples.csv,,,1,354,364
BDG_20250115,213,174,172,S19M0554.PNT_samples.csv,,,1,348,359
