id,hs,top_cm,bot_cm,smp_id,scope_id,sram_id,present [0/1],top_depth_mm,bot_depth_mm
BOG_20241217,125,35,26,S19M0475.PNT_samples.csv,,,1,880,967
BOG_20241217,125,35,26,S19M0476.PNT_samples.csv,,,1,832,964
BOG_20241217,125,35,26,S19M0477.PNT_samples.csv,,,1,862,958
BOG_20241217,125,35,26,S19M0478.PNT_samples.csv,,,1,864,942
BOG_20241217,125,35,26,S19M0479.PNT_samples.csv,,,1,814,1054
BOG_20241217,125,35,26,S19M0480.PNT_samples.csv,,,1,819,957
BOG_20241217,125,35,26,S19M0481.PNT_samples.csv,,,1,861,867
BOG_20241217,125,7,0,S19M0472.PNT_samples.csv,,,0,,
BOG_20241217,125,7,0,S19M0473.PNT_samples.csv,,,0,,
BOG_20241217,125,7,0,S19M0474.PNT_samples.csv,,,0,,
BOG_20241217,125,7,0,S19M0475.PNT_samples.csv,,,0,,
BOG_20241217,125,7,0,S19M0476.PNT_samples.csv,,,0,,
BOG_20241217,125,7,0,S19M0477.PNT_samples.csv,,,0,,
BOG_20241217,125,7,0,S19M0478.PNT_samples.csv,,,0,,
BOG_20241217,125,7,0,S19M0479.PNT_samples.csv,,,0,,
BOG_20241217,125,7,0,S19M0480.PNT_samples.csv,,,0,,
BOG_20241217,125,7,0,S19M0481.PNT_samples.csv,,,0,,
BDG_20250201,210,162,161,S19M0588.PNT_samples.csv,,,1,442,476
BDG_20250201,210,162,161,S19M0589.PNT_samples.csv,,,1,485,500
BDG_20250201,210,162,161,S19M0590.PNT_samples.csv,,,1,539,554
BDG_20250201,210,162,161,S19M0592.PNT_samples.csv,,,1,432,472
BDG_20250201,210,162,161,S19M0593.PNT_samples.csv,,,1,467,498
BDG_20250201,210,162,161,S19M0594.PNT_samples.csv,,,1,453,484
BDG_20250201,210,162,161,S19M0595.PNT_samples.csv,,,1,472,483
BDG_20250201,210,162,161,S19M0596.PNT_samples.csv,,,1,474,487
BDG_20250201,210,60,57,S19M0588.PNT_samples.csv,,,0,,
BDG_20250201,210,60,57,S19M0589.PNT_samples.csv,,,1,1495,1582
BDG_20250201,210,60,57,S19M0590.PNT_samples.csv,,,1,1495,1522
BDG_20250201,210,60,57,S19M0592.PNT_samples.csv,,,1,1460,1480
BDG_20250201,210,60,57,S19M0593.PNT_samples.csv,,,1,1474,1499
BDG_20250201,210,60,57,S19M0594.PNT_samples.csv,,,1,1486,1508
BDG_20250201,210,60,57,S19M0595.PNT_samples.csv,,,1,1486,1511
BDG_20250201,210,60,57,S19M0596.PNT_samples.csv,,,1,1592,1513
FRE_20241206,87,63,62,S06M0299.PNT_samples.csv,,,1,252,257
FRE_20241206,87,63,62,S06M0300.PNT_samples.csv,,,1,250,258
FRE_20241206,87,63,62,S06M0301.PNT_samples.csv,,,1,253,262
FRE_20241206,87,63,62,S06M0302.PNT_samples.csv,,,1,246,250
FRE_20241206,87,63,62,S06M0303.PNT_samples.csv,,,1,248,256
FRE_20241206,87,63,62,S06M0304.PNT_samples.csv,,,1,216,218
FRE_20241206,87,63,62,S06M0305.PNT_samples.csv,,,0,,
FRE_20241206,87,63,62,S06M0306.PNT_samples.csv,,,1,227,240
FRE_20241206,87,63,62,S06M0307.PNT_samples.csv,,,0,,
FRE_20241206,87,63,62,S06M0308.PNT_samples.csv,,,0,,
FRE_20241206,87,63,62,S06M0309.PNT_samples.csv,,,0,,
FRE_20241206,87,63,62,S06M0310.PNT_samples.csv,,,0,,
FRE_20241206,87,63,62,S06M0311.PNT_samples.csv,,,0,,
FRE_20241206,87,63,62,S06M0312.PNT_samples.csv,,,0,,
FRE_20241206,87,63,62,S06M0313.PNT_samples.csv,,,0,,
FRE_20241206,87,63,62,S06M0314.PNT_samples.csv,,,0,,
FRE_20241206,87,63,62,S06M0315.PNT_samples.csv,,,0,,
BOG_20250219,240,167,166,S19M0391.PNT_samples.csv,,,0,,
BOG_20250219,240,167,166,S19M0392.PNT_samples.csv,,,0,,
BOG_20250219,240,167,166,S19M0393.PNT_samples.csv,,,0,,
BOG_20250219,240,105.5,105,S19M0391.PNT_samples.csv,,,0,,
BOG_20250219,240,105.5,105,S19M0392.PNT_samples.csv,,,0,,
BOG_20250219,240,105.5,105,S19M0393.PNT_samples.csv,,,0,,
BOG_20250219,240,95,92,S19M0391.PNT_samples.csv,,,0,,
BOG_20250219,240,95,92,S19M0392.PNT_samples.csv,,,0,,
BOG_20250219,240,95,92,S19M0393.PNT_samples.csv,,,0,,
BOG_20250219,240,78.5,78,S19M0391.PNT_samples.csv,,,0,,
BOG_20250219,240,78.5,78,S19M0392.PNT_samples.csv,,,0,,
BOG_20250219,240,78.5,78,S19M0393.PNT_samples.csv,,,0,,
BOG_20250219,240,64,63.5,S19M0391.PNT_samples.csv,,,0,,
BOG_20250219,240,64,63.5,S19M0392.PNT_samples.csv,,,0,,
BOG_20250219,240,64,63.5,S19M0393.PNT_samples.csv,,,0,,
JPLMet_20250407_TS_1351,76,48,45,S19M0747.PNT_samples.csv,,,1,296,298
JPLMet_20250407_TS_1351,76,48,45,S19M0748.PNT_samples.csv,,,0,,
JPLMet_20250407_TS_1351,76,48,45,S19M0750.PNT_samples.csv,,,0,,
JPLMet_20250407_TS_1351,76,44,43,S19M0747.PNT_samples.csv,,,1,296,298
JPLMet_20250407_TS_1351,76,44,43,S19M0748.PNT_samples.csv,,,0,,
JPLMet_20250407_TS_1351,76,44,43,S19M0750.PNT_samples.csv,,,0,,
JPLMet_20250407_TS_1351,76,39,38,S19M0747.PNT_samples.csv,,,0,,
JPLMet_20250407_TS_1351,76,39,38,S19M0748.PNT_samples.csv,,,0,,
JPLMet_20250407_TS_1351,76,39,38,S19M0750.PNT_samples.csv,,,0,,
FRE_20250109,220,198,197,S19M0524.PNT_samples.csv,,,1,212,241
FRE_20250109,220,198,197,S19M0525.PNT_samples.csv,,,1,212,225
FRE_20250109,220,198,197,S19M0526.PNT_samples.csv,,,1,215,234
FRE_20250109,220,198,197,S19M0527.PNT_samples.csv,,,1,192,218
FRE_20250109,220,198,197,S19M0528.PNT_samples.csv,,,1,200,212
FRE_20250109,220,198,197,S19M0529.PNT_samples.csv,,,1,220,227
FRE_20250109,220,198,197,S19M0530.PNT_samples.csv,,,1,220,233
FRE_20250109,220,198,197,S19M0531.PNT_samples.csv,,,1,213,219
FRE_20250109,220,198,197,S19M0532.PNT_samples.csv,,,1,208,213
FRE_20250109,220,198,197,S19M0533.PNT_samples.csv,,,1,210,211
FRE_20250109,220,51,50,S19M0524.PNT_samples.csv,,,0,,
FRE_20250109,220,51,50,S19M0525.PNT_samples.csv,,,0,,
FRE_20250109,220,51,50,S19M0526.PNT_samples.csv,,,0,,
FRE_20250109,220,51,50,S19M0527.PNT_samples.csv,,,0,,
FRE_20250109,220,51,50,S19M0528.PNT_samples.csv,,,0,,
FRE_20250109,220,51,50,S19M0529.PNT_samples.csv,,,0,,
FRE_20250109,220,51,50,S19M0530.PNT_samples.csv,,,0,,
FRE_20250109,220,51,50,S19M0531.PNT_samples.csv,,,0,,
FRE_20250109,220,51,50,S19M0532.PNT_samples.csv,,,0,,
FRE_20250109,220,51,50,S19M0533.PNT_samples.csv,,,0,,
